Reference code	Original Reference No	Location code	Title	Other title 1	Other title 2	Other title 3	Other title 4	Creator	Date (start) YYYY	start confirm	Date (end) YYYY	end confirm	Level of description	Extent	Medium	Language	Administrative history	Content	Condition governing access	Related unit(s) of description	Other notes	Internal only notes	Complete or not	Status review required	Date of collection	Source	Acquisition method	Material type	Record disclosure counter	Condition	Archivist's remarks	Archival history	Conservation related issues	Master reference code	Name & Subject	Important item(s)
SEK-6-114	L.12-A-2	D02/09	Lombard Insurance						1972		1976			1	folder(s)	Eng		Lombard Insurance was a Hong Kong- based  insurance provider with offices in Europe, UK, Canada, Australia, and Asia, which specialised in marine and aviation transit insurance as well as providing fire and accident insurance though its subsidiary, Hong Kong Fire Insurance, Co., Ltd. In 1979, the company merged with Alliance Assurance forming Lombard Alliance Insurance Co., Ltd. This file contains administrative correspondence, annual reports, meeting minutes and audited accounts collected by Lawrence Kadoorie in his role as a member of the Consulting Committee.	1				FALSE	FALSE		SGB 24F			1976						Lombard Insurance	
SEK-6-115	L.12-A-3	D02/09	Lombard Insurance						1977		1978			2	folder(s)	Eng		Lombard Insurance was a Hong Kong- based  insurance provider with offices in Europe, UK, Canada, Australia, and Asia, which specialised in marine and aviation transit insurance as well as providing fire and accident insurance though its subsidiary, Hong Kong Fire Insurance, Co., Ltd. In 1979, the company merged with Alliance Assurance forming Lombard Alliance Insurance Co., Ltd. This file contains administrative correspondence, annual reports, meeting minutes and audited accounts collected by Lawrence Kadoorie in his role as a member of the Consulting Committee.	1				FALSE	FALSE		SGB 24F			1978						Lombard Insurance	
SEK-6-116	L.12-A-4	D02/10	Lombard Alliance Insurance - board circulars						1979		1983			2	folder(s)	Eng		Lombard Alliance Insurance was formed in 1979 as a result of the merger between Lombard Insurance and  Alliance Assurance (subsidiary of Sun Alliance and London Insurance Group). The company offered various forms of insurance, with a specialisation on transit insurance for the shipping industry. This file contains administrative correspondence and annual reports collected by Michael Kadoorie in his capacity as a director of the company beginning in 1980. 	2				FALSE	FALSE		SGB 24F			1983						Lombard Insurance	
SEK-6-117	L.12-A-5	D02/10	Lombard Insurance - gen. correcpondence						1979					2	folder(s)	Eng		Lombard Alliance Insurance was formed in 1979 as a result of the merger between Lombard Insurance and  Alliance Assurance (subsidiary of Sun Alliance and London Insurance Group). The company offered various forms of insurance, with a specialisation on transit insurance for the shipping industry. This file contains administrative correspondence and annual reports collected by Michael Kadoorie in his capacity as a director of the company beginning in 1980. 	1				FALSE	FALSE		SGB 24F			1979						Lombard Insurance	
SEK-6-118	L.12-C-1	D02/11	Lombard Insurance - scheme of arrangement						1976					1	folder(s)	Eng		Lombard Insurance was a Hong Kong- based  insurance provider with offices in Europe, UK, Canada, Australia, and Asia, which specialised in marine and aviation transit insurance as well as providing fire and accident insurance though its subsidiary, Hong Kong Fire Insurance, Co., Ltd. In 1976, Jardine Matheson & Co., Ltd. put forward a scheme of arrangement proposing to make the company a wholly-owned subsidiary. Ultimately, this did not go forward. This file contains correspondence and documentation relating to the proposal. 	1				FALSE	FALSE		SGB 24F			1976						Lombard Insurance	
SEK-6-119	L.15-A-1	D02/11	Lifestyle						1976		1978			2	folder(s)	Eng		Lifestyle, Ltd., one of the "Dress Companies" managed by Sir Elly Kadoorie Continuation was an apparel brand which manufactured items in Hong Kong for export to the US. It began in October 1979 when the name was changed from Oudenarde Enterprises, Ltd. The company, under the Quay Holdings umbrella, acquired assets from Lintex, Ltd. at its formation. The company operated in conjunction with its sister company Justine Trading, Ltd. which shared office space and staff including manager Peter Ho. The company was 51 percent owned by Quay Holdings and 49 percent by H. Lynne. Files include finance records, audited accounts, and management correspondence. 	1				FALSE	FALSE		SGB 24F			1978						obsolete investment	
SEK-6-120	M.18-A-1	D02/11	Modern Terminals - general correspondence 1	__________					1982		1985			2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. Beginning in 1972, Sidney Gordon was a member of the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1985						The Wharf (holdings)	
SEK-6-121	M.18-A-2	D02/12	Modern Terminals - general correspondence 2	__________					1985					1	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1985						The Wharf (holdings)	
SEK-6-122	M.18-A-3	D02/12	Modern Terminals - general correspondence 3	__________					1986					1	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1986						The Wharf (holdings)	
SEK-6-123	M.18-A-4	D02/12	Modern Terminals - general correspondence 4	__________					1987					2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1987						The Wharf (holdings)	
SEK-6-124	M.18-A-5	D02/13	Modern Terminals - general correspondence 5	__________					1988					2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1988						The Wharf (holdings)	
SEK-6-125	M.18-A-6	D02/13	Modern Terminals - general correspondence 6	__________					1989					2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1989						The Wharf (holdings)	
SEK-6-126	M.18-A-7	D02/14	Modern Terminals - general correspondence 7	__________					1990					2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1990						The Wharf (holdings)	
SEK-6-127	M.18-A-8	D02/14	Modern Terminals - general correspondence 8	__________					1991					2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1991						The Wharf (holdings)	
SEK-6-128	M.18-A-9	D02/15	Modern Terminals - general correspondence 9	__________					1991					1	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1991						The Wharf (holdings)	
SEK-6-129	M.18-A-10	D02/15	Modern Terminals - general correspondence 10	__________					1991					1	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports, some administrative correspondence and plans drawn of a new proposed berth. 	2				FALSE	FALSE		SGB 24F			1991						The Wharf (holdings)	
SEK-6-130	M.18-A-11	D02/15	Modern Terminals - general correspondence 11	__________					1992					2	folder(s)	Eng		Modern Terminals, Ltd. is a large container terminal operator in Hong Kong. The company was registered in 1969, and by 1972 had built the first custom designed container terminal in Hong Kong. The company now owns and operates a number of berths and terminals with access to Victoria Harbour and the New Territories. Wharf Holdings holds a majority stake in the company. In 1985, William Mocatta served on the board of directors representing Sir Elly Kadoorie Continuation. Files include meeting minutes, operating results, annual reports and some administrative correspondence. 	2				FALSE	FALSE		SGB 24F			1992						The Wharf (holdings)	
